full_name,age,positions,nationality,overall_rating,potential,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,national_team,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,current_age
Gabriel Moisés Antunes da Silva,27,"LB,LWB",Brazil,73,74,Left,1,2,3,High/ Medium,Normal,,,75,54,53,75,59,70,73,58,72,72,75,77,78,71,73,72,71,75,62,59,70,69,69,60,57,65,70,73,70,15,6,10,5,7,,,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,72+2,70+2,70+2,70+2,72+2,71+2,68+2,68+2,68+2,71+2,33
Daniel Raba Antolin,23,"RM,CAM",Spain,73,79,Left,1,3,3,Medium/ Medium,Normal,,,73,73,42,72,52,77,60,42,67,75,74,71,72,65,62,73,52,66,63,70,50,40,72,70,49,65,38,36,38,12,11,15,12,14,,,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,58+2,55+2,55+2,55+2,58+2,54+2,47+2,47+2,47+2,54+2,29
Brian Lozano,25,"LM,RM,LW,CM",Uruguay,73,75,Right,1,5,3,High/ Medium,Lean,,,68,66,51,75,65,78,68,69,65,75,82,83,79,54,78,75,74,79,42,65,65,32,65,62,55,68,39,38,34,6,10,14,10,11,,,66+2,66+2,66+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,65+2,65+2,65+2,71+2,58+2,54+2,54+2,54+2,58+2,55+2,46+2,46+2,46+2,55+2,31
Vinicius Lúcio Cardenha Caeiro,27,"RB,CB",Brazil,73,73,Right,1,3,2,Medium/ High,Lean,,,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,67,75,71,16,13,10,12,8,,Injury Free,58+2,58+2,58+2,63+2,59+2,59+2,59+2,63+2,59+2,59+2,59+2,64+2,61+2,61+2,61+2,64+2,71+2,67+2,67+2,67+2,71+2,71+2,70+2,70+2,70+2,71+2,33
André Geraldes de Barros,27,RB,Portugal,73,74,Right,1,3,2,Medium/ Medium,Lean,,,72,36,60,72,35,62,57,36,54,68,76,78,67,71,72,55,80,77,71,32,69,72,63,58,48,64,73,73,71,9,12,11,8,7,,,58+2,58+2,58+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,66+2,63+2,63+2,63+2,66+2,72+2,69+2,69+2,69+2,72+2,72+2,70+2,70+2,70+2,72+2,33
Óscar Mauricio Opazo Lara,28,"RM,RB,LM,LB",Chile,73,73,Right,1,5,3,Medium/ High,Normal,Colo-Colo,RB,73,70,57,72,53,72,64,62,70,71,82,84,86,70,81,68,59,81,70,67,73,64,72,57,51,71,68,67,77,14,11,9,9,7,,"Finesse Shot,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",69+2,69+2,69+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,69+2,69+2,69+2,72+2,72+2,69+2,69+2,69+2,72+2,72+2,68+2,68+2,68+2,72+2,34
Ferrán Torres García,19,RM,Spain,73,86,Right,1,4,3,High/ Medium,Lean,,,75,72,50,69,52,79,55,46,72,75,77,76,68,65,69,69,60,65,61,58,34,34,65,67,62,64,34,24,28,12,9,11,15,12,,Speed Dribbler (CPU AI Only),67+2,67+2,67+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,65+2,65+2,65+2,72+2,55+2,51+2,51+2,51+2,55+2,51+2,42+2,42+2,42+2,51+2,25
Michael Santos,25,"ST,LM",Uruguay,73,77,Right,1,4,3,High/ Medium,Normal,,,64,73,71,65,68,71,66,62,57,70,77,75,71,72,77,72,76,68,70,69,80,37,73,64,70,69,31,31,27,13,10,12,6,10,,"Beat Offside Trap,Chip Shot (CPU AI Only)",71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,69+2,63+2,63+2,63+2,69+2,54+2,53+2,53+2,53+2,54+2,52+2,50+2,50+2,50+2,52+2,31
Karl Darlow,28,GK,England,73,75,Right,1,2,1,Medium/ Medium,Normal,,,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,13,67,44,58,11,13,26,18,36,19,53,15,11,12,75,70,64,71,76,,"GK Long Throw,Comes For Crosses",,,,,,,,,,,,,,,,,,,,,,,,,,,34
Famara Diedhiou,26,ST,Senegal,73,76,Right,1,2,3,High/ Medium,Normal,,,33,76,79,57,63,66,53,33,35,68,53,65,60,64,58,76,60,55,87,59,63,22,79,50,75,61,35,22,16,7,10,15,11,12,,,71+2,71+2,71+2,62+2,66+2,66+2,66+2,62+2,62+2,62+2,62+2,59+2,54+2,54+2,54+2,59+2,42+2,44+2,44+2,44+2,42+2,41+2,45+2,45+2,45+2,41+2,32
Federico Mattiello,23,"RM,LM",Italy,73,78,Left,1,4,3,High/ High,Lean,,,76,53,68,72,70,74,76,59,68,76,75,79,76,68,71,76,55,77,65,76,67,65,65,68,58,66,65,74,73,7,5,8,9,5,,"Injury Prone,Long Shot Taker (CPU AI Only)",68+2,68+2,68+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,72+2,70+2,70+2,70+2,72+2,72+2,68+2,68+2,68+2,72+2,29
Bart Ramselaar,22,"CAM,CM",Netherlands,73,79,Right,1,3,3,High/ Medium,Lean,,,63,62,56,75,64,73,66,57,68,75,83,83,77,74,74,66,52,81,64,64,67,60,72,69,58,70,63,52,48,7,10,15,12,12,,,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,72+2,67+2,66+2,66+2,66+2,67+2,65+2,60+2,60+2,60+2,65+2,28
Reinhold Yabo,27,"RM,CAM,CM",Germany,73,73,Right,1,4,4,Medium/ High,Normal,,,54,59,55,75,70,75,42,53,74,76,82,79,81,71,81,61,73,90,74,57,64,65,66,72,61,74,64,63,60,15,16,15,16,9,,,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,69+2,70+2,70+2,70+2,69+2,68+2,65+2,65+2,65+2,68+2,33
Ezequiel Unsain,24,GK,Argentina,73,80,Right,1,3,1,Medium/ Medium,Normal,,,15,14,15,35,18,21,20,17,24,25,48,42,52,67,53,22,62,35,63,12,17,20,9,42,22,36,15,19,20,78,69,74,67,78,,Rushes Out Of Goal,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Luis Alfonso Rodríguez Alanís,28,"RB,RWB",Mexico,73,73,Right,1,2,3,Medium/ Medium,Normal,Tigres U.A.N.L.,RB,72,56,60,72,57,74,64,60,67,74,86,83,78,68,75,72,67,81,71,67,67,69,70,72,40,68,69,71,68,10,7,10,6,8,,"Beat Offside Trap,Technical Dribbler (CPU AI Only)",68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,73+2,72+2,70+2,70+2,70+2,72+2,72+2,68+2,68+2,68+2,72+2,34
Diego Farías da Silva,28,"CF,CAM,ST,LW",Brazil,73,73,Right,1,3,4,High/ Low,Lean,,,66,65,55,72,60,78,63,65,55,77,87,85,88,73,89,60,71,66,34,68,40,25,72,72,69,72,55,27,12,6,7,6,5,14,,"Diver,Beat Offside Trap,Selfish,Flair,Technical Dribbler (CPU AI Only)",67+2,67+2,67+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,55+2,50+2,50+2,50+2,55+2,52+2,42+2,42+2,42+2,52+2,34
Niko Gießelmann,27,"LB,CB",Germany,73,74,Left,1,2,3,Medium/ Medium,Normal,,,73,45,66,68,59,64,66,70,65,71,77,77,68,69,68,68,82,79,74,57,72,66,58,58,55,69,69,72,73,10,13,10,14,7,,,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,71+2,69+2,69+2,69+2,71+2,71+2,70+2,70+2,70+2,71+2,33
Massimo  Luongo,26,"CDM,CM",Australia,73,76,Right,1,3,3,Medium/ High,Normal,Australia,SUB,51,63,59,71,46,71,49,46,66,72,73,74,79,72,76,69,84,92,70,63,79,72,65,69,52,63,64,75,72,15,13,9,14,6,,"Flair,Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only)",67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,71+2,72+2,72+2,72+2,71+2,71+2,70+2,70+2,70+2,71+2,32
Aitor Fernández,27,GK,Spain,73,76,Right,1,2,1,Medium/ Medium,Normal,,,30,12,20,21,15,22,34,14,22,14,58,53,70,66,48,32,82,42,48,12,15,24,15,45,24,50,14,13,12,76,69,65,75,74,,Puncher,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Pape Abou Cissé,23,CB,Senegal,73,82,Right,1,2,2,Medium/ High,Lean,,,27,23,74,54,33,38,29,33,50,44,71,80,53,62,38,55,80,70,90,27,88,66,39,30,38,53,70,74,72,14,16,9,15,13,#Strength,,49+2,49+2,49+2,43+2,45+2,45+2,45+2,43+2,44+2,44+2,44+2,46+2,48+2,48+2,48+2,46+2,59+2,62+2,62+2,62+2,59+2,63+2,72+2,72+2,72+2,63+2,29
Emil Krafth,24,RB,Sweden,73,77,Right,1,3,3,High/ Medium,Normal,Sweden,SUB,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,73,52,60,54,72,72,74,74,8,13,15,14,7,,Long Throw-in,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,72+2,70+2,70+2,70+2,72+2,72+2,71+2,71+2,71+2,72+2,30
Ryan Fredericks,26,RB,England,73,75,Right,1,3,3,High/ Medium,Lean,,,71,47,52,69,51,74,64,42,60,69,94,92,77,68,76,58,62,77,65,46,73,64,66,58,61,61,69,69,71,16,7,8,15,9,#Speedster,"Selfish,Speed Dribbler (CPU AI Only)",63+2,63+2,63+2,69+2,66+2,66+2,66+2,69+2,66+2,66+2,66+2,70+2,65+2,65+2,65+2,70+2,72+2,67+2,67+2,67+2,72+2,71+2,66+2,66+2,66+2,71+2,32
Onel Lázaro Hernández Mayea,26,"LM,RM",Germany,73,74,Right,1,3,3,High/ Medium,Stocky,,,65,71,44,64,60,76,51,52,49,73,90,84,83,66,86,72,62,74,75,66,68,17,76,66,53,68,40,38,17,14,13,10,11,11,,Speed Dribbler (CPU AI Only),70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,62+2,62+2,62+2,71+2,54+2,50+2,50+2,50+2,54+2,50+2,45+2,45+2,45+2,50+2,32
Frederico Peter Cabral Bardini,27,GK,Brazil,73,73,Right,1,2,1,Medium/ Medium,Normal,,,19,11,17,14,15,21,20,12,16,21,42,53,40,70,39,19,41,31,56,14,22,15,12,67,13,62,17,14,10,73,77,69,76,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Sergio Javier Vittor,29,CB,Argentina,73,74,Right,1,3,2,Medium/ High,Normal,,,59,52,75,71,55,66,48,51,68,67,58,56,52,69,37,75,60,73,86,65,72,67,61,51,62,67,71,73,70,9,13,14,9,16,#Strength,"Flair,Power Header",65+2,65+2,65+2,61+2,63+2,63+2,63+2,61+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,67+2,69+2,69+2,69+2,67+2,67+2,71+2,71+2,71+2,67+2,35
Adam Maher,25,"CM,CAM",Netherlands,73,76,Right,2,3,3,Medium/ Low,Lean,,,73,64,46,77,73,72,76,75,73,78,70,73,78,74,81,74,53,69,44,70,59,60,69,73,59,67,63,56,52,15,7,7,11,8,,Flair,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,67+2,66+2,66+2,66+2,67+2,64+2,58+2,58+2,58+2,64+2,31
Gastón Silva,25,"LB,CB",Uruguay,73,78,Left,1,2,3,Medium/ High,Lean,Independiente,LB,76,37,71,68,33,66,70,74,66,71,69,66,68,66,58,67,62,72,76,48,64,73,51,54,57,71,69,77,74,7,7,13,12,10,,"Long Throw-in,Injury Free,Set Play Specialist,Takes Finesse Free Kicks",59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,71+2,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,71+2,31
Claudio Andrés Baeza Baeza,25,"CM,CB",Chile,73,75,Right,1,3,3,Medium/ Medium,Normal,,,67,66,67,73,48,71,50,68,73,73,72,73,71,69,80,71,73,81,72,69,68,71,67,70,61,68,62,69,68,16,15,12,13,9,,Long Passer (CPU AI Only),68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,31
André Alexandre Carreira Sousa,28,"CM,CAM",Portugal,73,73,Left,1,2,3,Medium/ Medium,Normal,,,69,61,55,74,67,72,80,74,73,75,68,63,66,73,65,78,65,80,75,77,70,68,71,71,59,63,57,60,55,15,8,6,8,8,,,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,67+2,69+2,69+2,69+2,67+2,65+2,63+2,63+2,63+2,65+2,34
Phillipp Klement,26,"CAM,CM,RM",Germany,73,74,Left,1,3,3,Medium/ Medium,Normal,,,69,64,49,75,58,73,80,81,68,73,71,65,83,71,82,74,68,68,51,69,53,57,68,73,65,67,37,30,34,16,14,14,10,10,,"Playmaker (CPU AI Only),Takes Finesse Free Kicks",66+2,66+2,66+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,59+2,57+2,57+2,57+2,59+2,55+2,48+2,48+2,48+2,55+2,32
Álvaro Vadillo Cifuentes,24,"RM,LM",Spain,73,78,Right,1,3,4,Medium/ Medium,Lean,,,68,66,55,69,48,80,67,65,61,79,88,89,90,62,73,70,73,47,41,64,46,39,66,63,61,66,35,26,25,6,7,13,10,7,#Acrobat,"Flair,Technical Dribbler (CPU AI Only)",67+2,67+2,67+2,73+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,71+2,63+2,63+2,63+2,71+2,55+2,50+2,50+2,50+2,55+2,51+2,43+2,43+2,43+2,51+2,30
Mamadou Loum,22,"CDM,CM",Senegal,73,82,Right,1,2,2,Medium/ High,Normal,,,42,40,69,74,38,61,50,42,65,65,52,54,53,73,50,78,82,77,83,63,83,74,50,54,47,72,72,76,69,11,13,11,8,6,,"Avoids Using Weaker Foot,Long Shot Taker (CPU AI Only),Power Header",60+2,60+2,60+2,57+2,59+2,59+2,59+2,57+2,60+2,60+2,60+2,59+2,65+2,65+2,65+2,59+2,66+2,72+2,72+2,72+2,66+2,67+2,74+2,74+2,74+2,67+2,28
Uroš Račić,20,"CDM,CM",Serbia,73,81,Right,1,4,3,Medium/ Medium,Lean,,,60,59,72,74,58,66,56,55,72,77,54,65,54,65,52,74,66,73,75,74,69,72,63,68,72,70,70,74,72,11,12,9,14,7,,Playmaker (CPU AI Only),67+2,67+2,67+2,65+2,67+2,67+2,67+2,65+2,68+2,68+2,68+2,66+2,70+2,70+2,70+2,66+2,69+2,72+2,72+2,72+2,69+2,69+2,71+2,71+2,71+2,69+2,26
Federico Macheda,27,ST,Italy,73,74,Right,2,3,3,Medium/ Low,Lean,,,60,75,70,68,72,69,69,51,25,73,67,70,70,68,63,73,70,65,69,69,41,35,75,63,64,71,38,11,12,14,12,11,11,7,,"Diver,Injury Prone",71+2,71+2,71+2,69+2,70+2,70+2,70+2,69+2,67+2,67+2,67+2,66+2,58+2,58+2,58+2,66+2,50+2,45+2,45+2,45+2,50+2,47+2,42+2,42+2,42+2,47+2,33
Javier Manquillo Gaitán,24,"LB,RB",Spain,73,77,Right,1,3,3,High/ Medium,Lean,,,73,32,64,71,37,71,72,46,62,74,74,75,71,68,65,69,66,78,64,44,67,71,69,39,46,64,66,74,73,14,7,14,12,13,,,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,72+2,68+2,68+2,68+2,72+2,72+2,69+2,69+2,69+2,72+2,30
Marco Jhonnier Pérez Murillo,28,"ST,RM",Colombia,73,73,Right,1,3,3,Medium/ Medium,Lean,,,72,75,68,66,57,69,62,69,63,68,77,84,77,68,65,79,77,71,75,69,67,21,72,67,67,69,42,20,18,7,9,16,8,7,,"Power Free-Kick,Beat Offside Trap",72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,70+2,62+2,62+2,62+2,70+2,53+2,50+2,50+2,50+2,53+2,50+2,46+2,46+2,46+2,50+2,34
鎌田 大地,22,"CF,CAM",Japan,73,80,Right,1,4,3,High/ Medium,Lean,,,61,78,53,73,38,77,67,66,65,75,80,75,80,70,70,68,68,69,59,62,48,28,73,70,71,80,30,42,34,6,10,11,6,11,,"Beat Offside Trap,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,67+2,67+2,67+2,72+2,56+2,54+2,54+2,54+2,56+2,53+2,46+2,46+2,46+2,53+2,28
Jaime Tomás Abravanel Mestres,27,GK,Brazil,73,73,Right,1,3,1,Medium/ Medium,Normal,,,22,13,14,17,12,14,17,14,15,21,58,50,43,62,49,23,41,38,61,15,27,18,10,52,16,54,15,20,17,77,71,68,73,74,,Puncher,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Luis Milla Manzanares,24,"CDM,CM",Spain,73,80,Right,1,3,3,High/ High,Lean,,,58,51,48,77,51,70,63,68,72,72,75,73,76,75,78,67,68,81,63,66,64,71,63,75,59,79,70,70,63,12,13,8,10,10,,"Leadership,Finesse Shot,Playmaker (CPU AI Only)",63+2,63+2,63+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,70+2,70+2,71+2,71+2,71+2,70+2,69+2,66+2,66+2,66+2,69+2,30
Diego Queiroz de Oliveira,28,ST,Brazil,73,73,Right,1,5,3,Medium/ Low,Normal,,,60,73,71,68,62,71,58,60,59,73,71,74,59,70,68,75,65,76,81,65,48,53,73,66,72,70,36,26,23,14,8,13,10,7,,"Injury Free,Selfish,Technical Dribbler (CPU AI Only)",72+2,72+2,72+2,69+2,71+2,71+2,71+2,69+2,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,56+2,55+2,55+2,55+2,56+2,53+2,50+2,50+2,50+2,53+2,34
Steven Skrzybski,26,"ST,RM",Germany,73,74,Right,1,3,3,Medium/ Medium,Normal,,,67,74,58,70,72,75,71,59,52,74,85,84,83,72,82,73,79,78,55,72,58,35,71,64,68,63,32,28,21,11,15,10,9,11,,,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,45+2,45+2,45+2,53+2,32
Joel Ward,29,RB,England,73,73,Right,1,3,3,Medium/ High,Normal,,,72,46,73,69,33,64,43,34,69,69,55,62,61,74,60,64,65,72,71,59,74,76,64,66,40,72,74,77,78,8,7,7,10,11,,,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,68+2,68+2,68+2,65+2,71+2,72+2,72+2,72+2,71+2,72+2,73+2,73+2,73+2,72+2,35
Víctor Danilo Cantillo Jiménez,25,CDM,Colombia,73,80,Right,1,2,3,Medium/ Medium,Lean,,,33,34,58,76,28,74,38,37,73,77,64,68,69,67,65,47,73,79,75,40,70,69,55,68,36,65,70,68,64,10,11,9,7,9,,,57+2,57+2,57+2,61+2,62+2,62+2,62+2,61+2,66+2,66+2,66+2,64+2,69+2,69+2,69+2,64+2,66+2,71+2,71+2,71+2,66+2,65+2,68+2,68+2,68+2,65+2,31
Chris Löwe,29,"LWB,LB",Germany,73,73,Left,1,2,3,Medium/ Medium,Lean,,,71,53,58,70,52,68,71,65,67,70,75,69,73,73,76,72,76,77,60,64,67,73,62,65,74,70,72,71,72,14,12,8,8,12,,"Dives Into Tackles (CPU AI Only),Early Crosser",64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,71+2,68+2,68+2,68+2,71+2,35
Esteban Andres Pavez Suazo,28,"CM,CDM",Chile,73,73,Right,1,3,3,Medium/ High,Normal,,,58,66,73,73,56,71,55,31,71,72,76,78,79,70,64,75,82,87,80,70,77,68,69,71,39,72,67,69,70,10,8,10,14,8,,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Power Header",71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,71+2,34
Matt Miazga,23,CB,United States,73,78,Right,1,3,2,Low/ Medium,Lean,United States,RCB,25,16,74,67,28,53,27,21,54,66,62,58,57,68,41,35,79,68,82,32,81,70,27,32,31,69,66,73,74,10,7,14,7,15,,,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,62+2,67+2,67+2,67+2,62+2,64+2,72+2,72+2,72+2,64+2,29
Pajtim Kasami,26,"RM,CM,CDM",Switzerland,73,74,Left,1,4,3,Medium/ Medium,Stocky,,,66,65,62,73,69,73,56,62,71,76,64,70,55,74,53,84,59,81,79,74,75,67,68,75,63,66,40,64,56,8,12,9,8,6,,"Flair,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,67+2,68+2,68+2,68+2,67+2,65+2,63+2,63+2,63+2,65+2,32
Jelle Vossen,29,ST,Belgium,73,73,Right,2,4,3,High/ High,Normal,,,65,74,70,71,78,67,70,70,66,72,63,57,73,72,73,74,66,78,66,68,63,46,81,73,85,75,56,38,39,11,8,13,9,13,,Diver,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,69+2,59+2,60+2,60+2,60+2,59+2,57+2,55+2,55+2,55+2,57+2,35
谷口 彰悟,27,"CB,CDM",Japan,73,74,Right,1,3,2,Low/ High,Lean,,,60,35,74,68,39,55,35,32,66,64,63,71,61,68,62,63,82,77,72,48,66,70,55,47,45,60,73,76,69,8,13,11,14,14,,,58+2,58+2,58+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,60+2,62+2,62+2,62+2,60+2,68+2,68+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,33
Dorian Dessoleil,26,CB,Belgium,73,76,Left,1,3,2,Medium/ Medium,Lean,,,32,24,78,62,22,39,33,31,65,50,48,65,62,69,58,46,52,73,78,32,73,77,34,43,35,69,73,74,71,9,16,12,7,13,,,47+2,47+2,47+2,44+2,46+2,46+2,46+2,44+2,48+2,48+2,48+2,48+2,55+2,55+2,55+2,48+2,62+2,67+2,67+2,67+2,62+2,65+2,72+2,72+2,72+2,65+2,32
Pedro Miguel Cunha Sá,25,"CDM,CM",Portugal,73,79,Left,1,2,2,Medium/ High,Normal,,,43,38,61,72,49,62,67,40,75,72,56,64,77,76,75,77,81,84,67,52,82,68,47,55,51,72,62,75,70,6,8,6,11,8,,Long Passer (CPU AI Only),59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,62+2,62+2,62+2,61+2,67+2,67+2,67+2,61+2,67+2,71+2,71+2,71+2,67+2,67+2,69+2,69+2,69+2,67+2,31
Ryan Kent,22,"LW,LM,RW",England,73,84,Right,1,5,4,High/ Medium,Lean,,,70,64,35,70,36,78,62,32,63,74,89,89,91,63,84,58,50,67,53,61,43,22,65,68,52,70,24,20,17,9,8,6,13,7,#Acrobat,"Selfish,Flair,Technical Dribbler (CPU AI Only)",63+2,63+2,63+2,72+2,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,63+2,63+2,63+2,72+2,52+2,47+2,47+2,47+2,52+2,48+2,36+2,36+2,36+2,48+2,28
Jonjoe Kenny,21,"RB,RWB",England,73,79,Right,1,3,3,High/ Medium,Normal,,,70,28,64,67,33,68,56,49,60,67,73,72,68,70,71,50,72,71,65,30,76,76,64,55,53,65,72,74,75,6,13,16,13,15,,Dives Into Tackles (CPU AI Only),56+2,56+2,56+2,62+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,71+2,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,71+2,27
Gideon Jung,24,"CB,CDM",Germany,73,80,Right,1,3,2,Medium/ Medium,Lean,,,49,40,71,68,39,59,38,50,68,67,63,59,62,68,56,49,53,63,76,39,70,75,29,57,54,63,74,76,73,7,15,12,11,11,,,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,66+2,70+2,70+2,70+2,66+2,67+2,72+2,72+2,72+2,67+2,30
Tommy Smith,26,RB,England,73,76,Right,1,3,3,Medium/ Medium,Normal,,,74,38,66,70,20,65,59,41,62,70,74,69,60,74,63,29,62,76,69,22,71,69,67,68,41,63,69,74,71,15,14,14,14,9,,"Injury Free,Leadership,Team Player",56+2,56+2,56+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,71+2,70+2,70+2,70+2,71+2,71+2,70+2,70+2,70+2,71+2,32
Miguel Ángel Guerrero Martín,28,ST,Spain,73,73,Right,1,3,3,High/ High,Normal,,,46,72,78,77,74,70,66,50,72,71,68,71,63,72,71,78,69,74,62,65,80,32,72,64,69,74,42,41,33,11,6,11,16,12,,,72+2,72+2,72+2,68+2,71+2,71+2,71+2,68+2,70+2,70+2,70+2,68+2,67+2,67+2,67+2,68+2,55+2,58+2,58+2,58+2,55+2,53+2,53+2,53+2,53+2,53+2,34
Davy Roef,25,GK,Belgium,73,77,Right,1,3,1,Medium/ Medium,Normal,,,11,14,11,48,14,18,11,19,46,25,53,48,45,69,49,40,65,37,73,12,28,12,11,41,30,46,12,11,18,76,71,65,70,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Mikel Vesga Arruti,25,"CM,CDM",Spain,73,78,Left,1,3,3,Medium/ High,Lean,,,56,56,55,74,40,64,60,28,75,74,49,52,53,72,41,77,50,77,79,61,67,72,58,75,57,68,58,74,70,12,11,16,6,13,,,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,67+2,67+2,67+2,65+2,71+2,71+2,71+2,65+2,67+2,72+2,72+2,72+2,67+2,66+2,67+2,67+2,67+2,66+2,31
